premise,premise-sense,conclusion,similarity
bird,bird.n.01,jam,0.43568408489227295
vegetable,vegetable.n.01,cantaloupe,0.8371186256408691
tool,tool.n.01,machete,0.6191431283950806
plant,plant.n.02,whipped cream,0.44191598892211914
animal,animal.n.01,saxophone,0.4736197590827942
food,food.n.01,duckling,0.42017626762390137
school supply,school_supply.n.00,bassoon,0.5658046007156372
food,food.n.01,cobra,0.4971163272857666
tool,tool.n.01,squirrel,0.5963070392608643
food,food.n.01,briefcase,0.5023865699768066
candy,candy.n.01,trident,0.4072275161743164
vegetable,vegetable.n.01,bassoon,0.4642162322998047
musical instrument,musical_instrument.n.01,generator,0.6937813758850098
seafood,seafood.n.01,fruitcake,0.6273501515388489
food,food.n.01,nail file,0.5012145042419434
vegetable,vegetable.n.01,macaroni,0.7861951589584351
animal,animal.n.01,hook,0.6307503581047058
mammal,mammal.n.01,lego,0.4526396095752716
furniture,furniture.n.01,whisk,0.7031393647193909
sea animal,marine_animal.n.01,knob,0.4419252276420593
toiletry,toiletry.n.01,cantaloupe,0.6707342863082886
candy,candy.n.01,cantaloupe,0.7288112640380859
food,food.n.01,seal,0.5954071879386902
women's clothing,womens_clothing.n.00,duckling,0.5223235487937927
home decor,interior_decoration.n.01,trunk,0.5912520885467529
weapon,weapon.n.01,saw,0.6810447573661804
animal,animal.n.01,stiletto,0.45670580863952637
plant,plant.n.02,eel,0.6858989000320435
animal,animal.n.01,kaleidoscope,0.6300954818725586
fruit,edible_fruit.n.01,gourd,0.7863852381706238
kitchen tool,kitchen_utensil.n.01,toaster oven,0.7232447266578674
dessert,dessert.n.01,zucchini,0.7516536712646484
fruit,edible_fruit.n.01,squash,0.7240322828292847
fastener,fastener.n.01,tube top,0.8053390979766846
weapon,weapon.n.01,mirror,0.43437623977661133
vehicle,vehicle.n.01,swab,0.6668614149093628
vehicle,vehicle.n.01,latch,0.6845557689666748
food,food.n.01,chain,0.7006685137748718
tool,tool.n.01,apple,0.4403461515903473
condiment,condiment.n.01,zucchini,0.7426562309265137
tool,tool.n.01,muff,0.6182373762130737
vehicle,vehicle.n.01,turkey,0.635380208492279
condiment,condiment.n.01,lasagna,0.764796257019043
toiletry,toiletry.n.01,highlighter,0.6902982592582703
vegetable,vegetable.n.01,stretcher,0.7679335474967957
food,food.n.01,bush,0.4932844936847687
animal,animal.n.01,centerpiece,0.6390609741210938
dessert,dessert.n.01,elephant,0.41766995191574097
animal,animal.n.01,cocktail,0.46050119400024414
mammal,mammal.n.01,pineapple,0.6714404821395874
mammal,mammal.n.01,knob,0.43722379207611084
food,food.n.01,tambourine,0.48238393664360046
toiletry,toiletry.n.01,chain,0.68367600440979
clothing,clothing.n.01,knob,0.5156362652778625
vehicle,vehicle.n.01,tongs,0.6723302006721497
footwear,footwear.n.01,zebra,0.4473307132720947
electronic device,electronic_device.n.01,bassoon,0.4027707576751709
food,food.n.01,pitcher,0.5999102592468262
food,food.n.01,camcorder,0.5048972368240356
animal,animal.n.01,incubator,0.6288465857505798
weapon,weapon.n.01,toast,0.44305455684661865
women's clothing,womens_clothing.n.00,backscratcher,0.8659733533859253
condiment,condiment.n.01,elephant,0.39549121260643005
headwear,headdress.n.01,latch,0.6933696269989014
school supply,school_supply.n.00,nut,0.566330075263977
bird,bird.n.01,birdhouse,0.7870068550109863
kitchen equipment,kitchen_appliance.n.01,duckling,0.42700818181037903
clothing,clothing.n.01,spatula,0.7317911982536316
women's clothing,womens_clothing.n.00,honey,0.5105118751525879
fruit,edible_fruit.n.01,chickpea,0.716407060623169
weapon,weapon.n.01,tube top,0.707981288433075
mammal,mammal.n.01,squid,0.7541350722312927
container,container.n.01,bull,0.4268234968185425
container,container.n.01,taffy,0.47823843359947205
electronic device,electronic_device.n.01,cape,0.4272311329841614
kitchen equipment,kitchen_appliance.n.01,rabbit,0.6999976634979248
tool,tool.n.01,chariot,0.6207897663116455
animal,animal.n.01,broom,0.6425727009773254
food,food.n.01,water heater,0.6151003241539001
food,food.n.01,bus,0.6111719012260437
toy,plaything.n.01,duckling,0.4550468325614929
animal,animal.n.01,doghouse,0.6615351438522339
drink,beverage.n.01,stiletto,0.45851489901542664
jewelry,jewelry.n.01,whisk,0.6554123163223267
food,food.n.01,rope,0.5102120637893677
vehicle,vehicle.n.01,jelly bean,0.4234950542449951
food,food.n.01,weed,0.6215325593948364
home decor,interior_decoration.n.01,apple,0.38645684719085693
electronic device,electronic_device.n.01,stretcher,0.640921413898468
headwear,headdress.n.01,elephant,0.381491482257843
fruit,edible_fruit.n.01,rack,0.42026084661483765
food,food.n.01,tweezers,0.6096638441085815
fastener,fastener.n.01,chair,0.5120611190795898
tool,tool.n.01,banana split,0.4382544755935669
vegetable,vegetable.n.01,spaghetti,0.7732574939727783
electronic device,electronic_device.n.01,margarita,0.39108777046203613
toy,plaything.n.01,rabbit,0.7146701812744141
food,food.n.01,bonnet,0.45432722568511963
kitchen equipment,kitchen_appliance.n.01,backscratcher,0.712895929813385
animal,animal.n.01,coil,0.6893896460533142
animal,animal.n.01,chickpea,0.675031304359436
animal,animal.n.01,wallpaper,0.4678418040275574
tool,tool.n.01,toolbox,0.7948402166366577
kitchen equipment,kitchen_appliance.n.01,honey,0.41800087690353394
breakfast,breakfast.n.00,bull,0.5378374457359314
electronic device,electronic_device.n.01,nut,0.40148836374282837
toy,plaything.n.01,chain,0.737555742263794
animal,animal.n.01,flour,0.4708612561225891
plant,plant.n.02,duckling,0.4556256830692291
container,container.n.01,mirror,0.4695337414741516
tool,tool.n.01,brass knuckles,0.599177360534668
electronic device,electronic_device.n.01,backscratcher,0.6474704742431641
animal,animal.n.01,cream cheese,0.45786139369010925
kitchen tool,kitchen_utensil.n.01,elephant,0.392145574092865
accessory,accessory.n.01,duckling,0.4041857123374939
food,food.n.01,cuckoo clock,0.49594029784202576
furniture,furniture.n.01,rooster,0.4223731756210327
tool,tool.n.01,mixer,0.614774227142334
clothing,clothing.n.01,creme brulee,0.5206931233406067
container,container.n.01,footrest,0.6474677324295044
protective clothing,protective_covering.n.01,elephant,0.36675870418548584
plant,plant.n.02,rearview mirror,0.43646639585494995
toy,plaything.n.01,backscratcher,0.7484767436981201
vehicle,vehicle.n.01,whisk,0.6765305995941162
food,food.n.01,kitten,0.49503225088119507
vehicle,vehicle.n.01,banana,0.4360397458076477
animal,animal.n.01,coop,0.6168726682662964
women's clothing,womens_clothing.n.00,envelope,0.8612148761749268
vegetable,vegetable.n.01,bikini,0.4784075915813446
weapon,weapon.n.01,whipped cream,0.44295790791511536
tool,tool.n.01,abacus,0.6721639633178711
insect,insect.n.01,squid,0.6348546743392944
drink,beverage.n.01,elephant,0.40550339221954346
food,food.n.01,stapler,0.597569465637207
plant,plant.n.02,rabbit,0.6972616910934448
toy,plaything.n.01,honey,0.42041367292404175
mammal,mammal.n.01,razor,0.44539740681648254
container,container.n.01,cordon bleu,0.4722519516944885
food,food.n.01,penguin,0.48795178532600403
food,food.n.01,file,0.5460869073867798
furniture,furniture.n.01,puppy,0.41722583770751953
container,container.n.01,moss,0.44980889558792114
container,container.n.01,toast,0.45207226276397705
tool,tool.n.01,bassoon,0.43214619159698486
breakfast,breakfast.n.00,mirror,0.5290827751159668
tool,tool.n.01,macaroni,0.5937197804450989
food,food.n.01,go-kart,0.6162862777709961
office supply,office_supply.n.00,abacus,0.8898822069168091
sea animal,marine_animal.n.01,cantaloupe,0.7232609987258911
bird,bird.n.01,mole,0.7153119444847107
headwear,headdress.n.01,banana,0.40379372239112854
container,container.n.01,mandolin,0.4602968096733093
vegetable,vegetable.n.01,mussel,0.7688450813293457
musical instrument,musical_instrument.n.01,highlighter,0.7094734907150269
condiment,condiment.n.01,zebra,0.4011647403240204
mammal,mammal.n.01,butterfly,0.6704903841018677
food,food.n.01,wheelbarrow,0.6072596311569214
water vehicle,vessel.n.02,chariot,0.6919246912002563
accessory,accessory.n.01,backscratcher,0.7692396640777588
vehicle,vehicle.n.01,zebra,0.430572509765625
food,food.n.01,limousine,0.5021225810050964
food,food.n.01,cardinal,0.5008984804153442
mammal,mammal.n.01,pumpkin,0.6640474796295166
plant,plant.n.02,honey,0.4384254813194275
food,food.n.01,pencil,0.5113692879676819
food,food.n.01,ballot box,0.5006006360054016
musical instrument,musical_instrument.n.01,scoop,0.44053155183792114
seafood,seafood.n.01,meat,0.629625678062439
office supply,office_supply.n.00,bassoon,0.5660245418548584
musical instrument,musical_instrument.n.01,chain,0.6909933686256409
food,food.n.01,pin,0.6121604442596436
accessory,accessory.n.01,honey,0.4071614146232605
mammal,mammal.n.01,coral,0.6870527267456055
vehicle,vehicle.n.01,noodle,0.6306172609329224
electronic device,electronic_device.n.01,lightbulb,0.617529034614563
accessory,accessory.n.01,pinwheel,0.7489144206047058
food,food.n.01,metal detector,0.5973083972930908
food,food.n.01,lingerie,0.4949922561645508
insect,insect.n.01,creme brulee,0.38312697410583496
mammal,mammal.n.01,trident,0.43086564540863037
breakfast,breakfast.n.00,cheesecake,0.9373196363449097
clothing,clothing.n.01,trident,0.45806190371513367
clothing,clothing.n.01,abacus,0.7665387392044067
insect,insect.n.01,maggot,0.6462377309799194
food,food.n.01,ladle,0.5979113578796387
toiletry,toiletry.n.01,crayfish,0.6767624616622925
clothing,clothing.n.01,cinnamon,0.7081433534622192
food,food.n.01,sandbag,0.5991556644439697
electronic device,electronic_device.n.01,bolt,0.6540987491607666
tool,tool.n.01,stretcher,0.6749335527420044
auto part,auto_part.n.01,stiletto,0.4384881258010864
sea animal,marine_animal.n.01,scoop,0.45310187339782715
clothing,clothing.n.01,corsage,0.726818859577179
electronic device,electronic_device.n.01,clover,0.40069323778152466
mammal,mammal.n.01,cantaloupe,0.6936556100845337
dessert,dessert.n.01,bull,0.43434572219848633
musical instrument,musical_instrument.n.01,honey,0.4479559361934662
clothing,clothing.n.01,cantaloupe,0.742962121963501
seafood,seafood.n.01,stool,0.3641979992389679
electronic device,electronic_device.n.01,envelope,0.6570587158203125
tool,tool.n.01,skewer,0.6023846864700317
headwear,headdress.n.01,zebra,0.3853309154510498
fruit,edible_fruit.n.01,fruitcake,0.7156397104263306
food,food.n.01,grille,0.4917750060558319
jewelry,jewelry.n.01,rooster,0.3929392695426941
food,food.n.01,rattle,0.6205343008041382
tool,tool.n.01,lab coat,0.5913413763046265
food,food.n.01,saxophone,0.4356764853000641
clothing,clothing.n.01,bassoon,0.4700804650783539
vehicle,vehicle.n.01,cornbread,0.4396994113922119
tool,tool.n.01,margarita,0.37708017230033875
fastener,fastener.n.01,duckling,0.5020027756690979
electronic device,electronic_device.n.01,tea,0.42009639739990234
container,container.n.01,apple,0.47965455055236816
fruit,edible_fruit.n.01,puppy,0.4146605432033539
livestock,livestock.n.01,chariot,0.6776224374771118
tool,tool.n.01,router,0.6615192294120789
food,food.n.01,swab,0.6368004679679871
food,food.n.01,lightning bug,0.5100278258323669
food,food.n.01,handle,0.6050589084625244
office supply,office_supply.n.00,stretcher,0.9062033891677856
clothing,clothing.n.01,cufflink,0.7314584851264954
garden tool,garden_tool.n.01,zebra,0.41392865777015686
fruit,edible_fruit.n.01,artichoke,0.7142053842544556
tool,tool.n.01,nut,0.4482852816581726
animal,animal.n.01,taffy,0.4780691862106323
tool,tool.n.01,dagger,0.60346919298172
fastener,fastener.n.01,rearview mirror,0.4897470772266388
food,food.n.01,poinsettia,0.599732518196106
animal,animal.n.01,buckle,0.48897233605384827
seafood,seafood.n.01,cantaloupe,0.6269406080245972
animal,animal.n.01,dustpan,0.6863352060317993
food,food.n.01,statue,0.5031355619430542
clothing,clothing.n.01,pear,0.5203647613525391
food,food.n.01,mascara,0.48954787850379944
livestock,livestock.n.01,meat,0.6672849059104919
medical equipment,medical_instrument.n.01,stiletto,0.4252263903617859
food,food.n.01,ski boots,0.4648814797401428
fastener,fastener.n.01,rabbit,0.7845116853713989
clothing,clothing.n.01,highlighter,0.7757852077484131
jewelry,jewelry.n.01,puppy,0.379203200340271
electronic device,electronic_device.n.01,calf,0.4112274646759033
women's clothing,womens_clothing.n.00,latch,0.8613904714584351
vegetable,vegetable.n.01,stiletto,0.4847869277000427
mammal,mammal.n.01,scoop,0.4229606091976166
container,container.n.01,whipped cream,0.43911194801330566
tool,tool.n.01,string cheese,0.43201929330825806
electronic device,electronic_device.n.01,jam,0.42661619186401367
clothing,clothing.n.01,scoop,0.5116792321205139
vehicle,vehicle.n.01,lighter,0.6803772449493408
animal,animal.n.01,razor blade,0.626848578453064
food,food.n.01,rake,0.6057330965995789
bird,bird.n.01,chinchilla,0.6788278222084045
food,food.n.01,tongs,0.592798113822937
dessert,dessert.n.01,mirror,0.45947298407554626
container,container.n.01,t-shirt,0.4772595167160034
vegetable,vegetable.n.01,catfish,0.7602603435516357
food,food.n.01,toothbrush,0.5118579864501953
game,game.n.01,highlighter,0.6793243885040283
accessory,accessory.n.01,envelope,0.7527917623519897
toiletry,toiletry.n.01,stiletto,0.43217211961746216
weapon,weapon.n.01,crow,0.434671550989151
mammal,mammal.n.01,lobster,0.7113355994224548
food,food.n.01,juicer,0.5986788272857666
home decor,interior_decoration.n.01,stretcher,0.6201547384262085
fastener,fastener.n.01,backscratcher,0.8070952892303467
food,food.n.01,catapult,0.5937234163284302
breakfast,breakfast.n.00,jacket,0.5678695440292358
tool,tool.n.01,dollhouse,0.6279558539390564
tool,tool.n.01,spaghetti,0.6115080118179321
game,game.n.01,chain,0.6774605512619019
livestock,livestock.n.01,trident,0.3941406011581421
weapon,weapon.n.01,duckling,0.41139256954193115
condiment,condiment.n.01,scallop,0.7720824480056763
vegetable,vegetable.n.01,cocktail,0.46474215388298035
animal,animal.n.01,mirror,0.4391494691371918
fastener,fastener.n.01,honey,0.4820476770401001
food,food.n.01,anklet,0.4873112142086029
electronic device,electronic_device.n.01,cheeseburger,0.4246941804885864
vehicle,vehicle.n.01,peanut butter,0.44780153036117554
food,food.n.01,cummerbund,0.49984443187713623
animal,animal.n.01,footrest,0.6383175849914551
vehicle,vehicle.n.01,puppy,0.42297297716140747
food,food.n.01,quad,0.6231107711791992
medical equipment,medical_instrument.n.01,elephant,0.3996574878692627
school supply,school_supply.n.00,elephant,0.5042693018913269
accessory,accessory.n.01,calf,0.4459865987300873
food,food.n.01,hot-water bottle,0.6377214193344116
animal,animal.n.01,scallion,0.6532600522041321
food,food.n.01,birdbath,0.5995055437088013
water vehicle,vessel.n.02,stretcher,0.6714022159576416
home decor,interior_decoration.n.01,nut,0.39052653312683105
kitchen tool,kitchen_utensil.n.01,bull,0.411109060049057
animal,animal.n.01,rollerblade,0.4741305708885193
tool,tool.n.01,strawberry,0.4063137173652649
food,food.n.01,boot,0.5053740739822388
vegetable,vegetable.n.01,elephant,0.45190203189849854
food,food.n.01,coaster,0.6169003248214722
kitchen tool,kitchen_utensil.n.01,dustpan,0.7424718737602234
animal,animal.n.01,cordon bleu,0.4879872798919678
medical equipment,medical_instrument.n.01,spear,0.7047869563102722
breakfast,breakfast.n.00,chair,0.5499358177185059
home decor,interior_decoration.n.01,backscratcher,0.6077659726142883
protective clothing,protective_covering.n.01,bull,0.38934746384620667
weapon,weapon.n.01,margarita,0.4199516475200653
tool,tool.n.01,bikini,0.43591704964637756
kitchen equipment,kitchen_appliance.n.01,turkey,0.6966119408607483
protective clothing,protective_covering.n.01,dustpan,0.6883885860443115
drink,beverage.n.01,bull,0.439375102519989
insect,insect.n.01,scoop,0.3760286569595337
animal,animal.n.01,cheesecake,0.6224226951599121
home decor,interior_decoration.n.01,string cheese,0.38962647318840027
water vehicle,vessel.n.02,margarita,0.40516015887260437
dessert,dessert.n.01,tube top,0.7565863728523254
vehicle,vehicle.n.01,dynamite,0.4426689147949219
clothing,clothing.n.01,funnel,0.710831880569458
kitchen equipment,kitchen_appliance.n.01,lasagna,0.6989285945892334
animal,animal.n.01,toast,0.4433797597885132
food,food.n.01,gun,0.5934940576553345
mammal,mammal.n.01,shrimp,0.7337667942047119
tool,tool.n.01,clover,0.4302278757095337
electronic device,electronic_device.n.01,latch,0.6578425765037537
breakfast,breakfast.n.00,fly,0.5745846033096313
food,food.n.01,shaving cream,0.6292399764060974
weapon,weapon.n.01,backscratcher,0.7078477144241333
food,food.n.01,bonsai,0.5051302313804626
electronic device,electronic_device.n.01,chalk,0.6178075075149536
food,food.n.01,shorts,0.5111825466156006
animal,animal.n.01,mandolin,0.4572218656539917
animal,animal.n.01,hotdog,0.6329900622367859
food,food.n.01,pot,0.6215909719467163
tool,tool.n.01,tea,0.43266379833221436
clothing,clothing.n.01,dollhouse,0.7117907404899597
animal,animal.n.01,machete,0.6226377487182617
container,container.n.01,abacus,0.7259215116500854
weapon,weapon.n.01,honey,0.3870656192302704
vehicle,vehicle.n.01,prune,0.4169122576713562
container,container.n.01,cinnamon,0.6587030291557312
vehicle,vehicle.n.01,hearing aid,0.6419146060943604
food,food.n.01,coil,0.6895115971565247
office supply,office_supply.n.00,bolt,0.912151575088501
food,food.n.01,whisk,0.6889002323150635
sea animal,marine_animal.n.01,maple syrup,0.45079660415649414
kitchen tool,kitchen_utensil.n.01,mirror,0.43186745047569275
bird,bird.n.01,dynamite,0.42542868852615356
container,container.n.01,bassoon,0.4677852392196655
weapon,weapon.n.01,drill,0.6971594095230103
tool,tool.n.01,flan,0.44990262389183044
fastener,fastener.n.01,envelope,0.8049493432044983
electronic device,electronic_device.n.01,elephant,0.3844340443611145
clothing,clothing.n.01,strawberry,0.48854583501815796
drink,beverage.n.01,mirror,0.44500941038131714
container,container.n.01,macaroni,0.6624552011489868
food,food.n.01,clarinet,0.45114877820014954
tool,tool.n.01,jam,0.4454832673072815
women's clothing,womens_clothing.n.00,whisk,0.8594545722007751
clothing,clothing.n.01,duffel bag,0.7045406699180603
plant,plant.n.02,latch,0.6889316439628601
headwear,headdress.n.01,tube top,0.7316954135894775
toiletry,toiletry.n.01,coil,0.67479008436203
clothing,clothing.n.01,cracker,0.7078523635864258
electronic device,electronic_device.n.01,spear,0.6402828693389893
dessert,dessert.n.01,jacket,0.4739680290222168
animal,animal.n.01,belt,0.48040783405303955
food,food.n.01,rack,0.46452343463897705
animal,animal.n.01,soda,0.4901752173900604
vehicle,vehicle.n.01,generator,0.6432292461395264
vehicle,vehicle.n.01,slicer,0.6350036859512329
animal,animal.n.01,apple,0.4855008125305176
vehicle,vehicle.n.01,spatula,0.6559727191925049
furniture,furniture.n.01,trident,0.4274856448173523
food,food.n.01,chopsticks,0.6176916360855103
food,food.n.01,combination lock,0.5040121078491211
home decor,interior_decoration.n.01,bolt,0.6074551939964294
insect,insect.n.01,shrimp,0.6317737102508545
mammal,mammal.n.01,maple syrup,0.41710060834884644
mammal,mammal.n.01,bug,0.7141375541687012
home decor,interior_decoration.n.01,envelope,0.6404560804367065
musical instrument,musical_instrument.n.01,swab,0.692539632320404
furniture,furniture.n.01,cantaloupe,0.6803638935089111
tool,tool.n.01,cheeseburger,0.43411266803741455
food,food.n.01,doll,0.4903923273086548
tool,tool.n.01,mongoose,0.4488598704338074
mammal,mammal.n.01,rifle,0.45087385177612305
container,container.n.01,rearview mirror,0.4636033773422241
container,container.n.01,stretcher,0.752639651298523
food,food.n.01,christmas tree,0.5997552871704102
mammal,mammal.n.01,mussel,0.6951612830162048
kitchen tool,kitchen_utensil.n.01,tube top,0.7230026721954346
clothing,clothing.n.01,gorilla,0.5136866569519043
food,food.n.01,cardigan,0.48863112926483154
animal,animal.n.01,whipped cream,0.45258280634880066
women's clothing,womens_clothing.n.00,zebra,0.5307600498199463
protective clothing,protective_covering.n.01,tube top,0.686370849609375
clothing,clothing.n.01,clothespin,0.7458621263504028
game,game.n.01,maple syrup,0.4078221917152405
mammal,mammal.n.01,ballot box,0.4396466314792633
weapon,weapon.n.01,envelope,0.7053205370903015
drink,beverage.n.01,tube top,0.7514141798019409
container,container.n.01,margarita,0.45078617334365845
animal,animal.n.01,t-shirt,0.4787893295288086
bird,bird.n.01,jacket,0.4314844012260437
tool,tool.n.01,moth,0.4521406888961792
kitchen equipment,kitchen_appliance.n.01,whisk,0.7084622979164124
clothing,clothing.n.01,jam,0.4764600992202759
home decor,interior_decoration.n.01,calf,0.38543829321861267
furniture,furniture.n.01,highlighter,0.708567202091217
container,container.n.01,nut,0.4578876495361328
breakfast,breakfast.n.00,duckling,0.5630844831466675
food,food.n.01,highchair,0.6039761304855347
fastener,fastener.n.01,lingerie,0.5136879682540894
auto part,auto_part.n.01,bull,0.4258185029029846
sea animal,marine_animal.n.01,stiletto,0.44126051664352417
animal,animal.n.01,stained glass,0.4793701171875
auto part,auto_part.n.01,dustpan,0.6930267810821533
food,food.n.01,board game,0.5108263492584229
tool,tool.n.01,chalk,0.6914069652557373
breakfast,breakfast.n.00,rearview mirror,0.5432291030883789
food,food.n.01,tuba,0.49423497915267944
container,container.n.01,string cheese,0.45908480882644653
mammal,mammal.n.01,blouse,0.4468298852443695
tool,tool.n.01,zucchini,0.5933147072792053
weapon,weapon.n.01,calf,0.43877974152565
toy,plaything.n.01,whisk,0.7206529378890991
fruit,edible_fruit.n.01,trident,0.4138906002044678
bird,bird.n.01,chair,0.43323904275894165
breakfast,breakfast.n.00,rabbit,0.9264763593673706
tool,tool.n.01,cocktail,0.44892245531082153
animal,animal.n.01,bench,0.48963460326194763
food,food.n.01,bamboo,0.5953290462493896
food,food.n.01,ostrich,0.6377992033958435
fruit,edible_fruit.n.01,cinnamon,0.7162559032440186
animal,animal.n.01,banana split,0.4692935645580292
vehicle,vehicle.n.01,creme brulee,0.43987837433815
food,food.n.01,needle,0.4731833040714264
water vehicle,vessel.n.02,jam,0.40834707021713257
bird,bird.n.01,eel,0.7065126895904541
kitchen equipment,kitchen_appliance.n.01,zebra,0.3958147466182709
auto part,auto_part.n.01,car,0.7766497135162354
food,food.n.01,balloon,0.498942106962204
footwear,footwear.n.01,honey,0.4316149353981018
medical equipment,medical_instrument.n.01,bull,0.40288683772087097
school supply,school_supply.n.00,bull,0.5218788385391235
livestock,livestock.n.01,maple syrup,0.4260336756706238
food,food.n.01,buckle,0.48985981941223145
container,container.n.01,spaghetti,0.6532036066055298
medical equipment,medical_instrument.n.01,dustpan,0.6948493719100952
school supply,school_supply.n.00,dustpan,0.913691520690918
tool,tool.n.01,elephant,0.3842795491218567
vegetable,vegetable.n.01,bull,0.46825891733169556
mammal,mammal.n.01,stiletto,0.44223684072494507
food,food.n.01,watering can,0.6209574341773987
auto part,auto_part.n.01,mirror,0.41521090269088745
tool,tool.n.01,kite,0.6209604144096375
electronic device,electronic_device.n.01,zebra,0.39605361223220825
animal,animal.n.01,penlight,0.47718116641044617
tool,tool.n.01,spear,0.7440975904464722
food,food.n.01,jukebox,0.5969698429107666
mammal,mammal.n.01,catfish,0.7733254432678223
accessory,accessory.n.01,whisk,0.7414404153823853
accessory,accessory.n.01,banana,0.4462616443634033
candy,candy.n.01,bull,0.4010787010192871
women's clothing,womens_clothing.n.00,rooster,0.539182186126709
dessert,dessert.n.01,banjo,0.4853110909461975
office supply,office_supply.n.00,elephant,0.5071992874145508
home decor,interior_decoration.n.01,latch,0.6230307817459106
kitchen tool,kitchen_utensil.n.01,sheep,0.4434266984462738
seafood,seafood.n.01,stiletto,0.3702905774116516
food,food.n.01,puppy,0.4377587139606476
toy,plaything.n.01,noodle,0.7195230722427368
food,food.n.01,food processor,0.745563268661499
kitchen tool,kitchen_utensil.n.01,fly,0.44829660654067993
animal,animal.n.01,broccoli,0.6191614866256714
mammal,mammal.n.01,cocktail,0.408346951007843
jewelry,jewelry.n.01,bow,0.6729279160499573
clothing,clothing.n.01,centerpiece,0.7462664842605591
plant,plant.n.02,mushroom,0.7011067867279053
clothing,clothing.n.01,cocktail,0.5074987411499023
musical instrument,musical_instrument.n.01,coil,0.6942782402038574
animal,animal.n.01,bassoon,0.45426225662231445
container,container.n.01,bolt,0.7213170528411865
medical equipment,medical_instrument.n.01,mirror,0.4126312732696533
school supply,school_supply.n.00,mirror,0.5683273077011108
auto part,auto_part.n.01,toast,0.4351223409175873
container,container.n.01,clover,0.4533538222312927
animal,animal.n.01,macaroni,0.6514843702316284
weapon,weapon.n.01,swab,0.6897433400154114
vegetable,vegetable.n.01,mirror,0.4312211871147156
insect,insect.n.01,bat,0.6821547746658325
plant,plant.n.02,sprouts,0.8339879512786865
dessert,dessert.n.01,duckling,0.4663395285606384
weapon,weapon.n.01,latch,0.7125688195228577
container,container.n.01,envelope,0.7375641465187073
clothing,clothing.n.01,keg,0.5032992959022522
animal,animal.n.01,orchid,0.627015233039856
plant,plant.n.02,zebra,0.4473702311515808
toiletry,toiletry.n.01,puppy,0.40631458163261414
food,food.n.01,lego,0.49559086561203003
auto part,auto_part.n.01,mandolin,0.43767714500427246
container,container.n.01,tea,0.4479050636291504
tool,tool.n.01,weasel,0.6066404581069946
home decor,interior_decoration.n.01,keg,0.38953644037246704
accessory,accessory.n.01,zebra,0.4097565710544586
animal,animal.n.01,wrap,0.48302674293518066
auto part,auto_part.n.01,tube top,0.6980797648429871
condiment,condiment.n.01,duckling,0.41598621010780334
home decor,interior_decoration.n.01,elephant,0.34752121567726135
tool,tool.n.01,pea,0.6097305417060852
insect,insect.n.01,stiletto,0.37673819065093994
food,food.n.01,grapevine,0.5093733072280884
tool,tool.n.01,birthday cake,0.4489558935165405
furniture,furniture.n.01,strawberry,0.44088828563690186
dessert,dessert.n.01,rabbit,0.7731623649597168
sea animal,marine_animal.n.01,goose,0.732200026512146
animal,animal.n.01,cape,0.48276007175445557
weapon,weapon.n.01,tongs,0.7119994163513184
food,food.n.01,flamingo,0.5028297901153564
insect,insect.n.01,catfish,0.6442049741744995
container,container.n.01,calf,0.44511646032333374
clothing,clothing.n.01,broom,0.7243507504463196
animal,animal.n.01,rearview mirror,0.4309496283531189
container,container.n.01,jam,0.4314805269241333
animal,animal.n.01,stretcher,0.6986522674560547
tool,tool.n.01,tractor,0.5960103273391724
food,food.n.01,eagle,0.607930064201355
vehicle,vehicle.n.01,highlighter,0.6780493855476379
food,food.n.01,sunflower,0.5027364492416382
water vehicle,vessel.n.02,elephant,0.3993930220603943
medical equipment,medical_instrument.n.01,tube top,0.6902058720588684
school supply,school_supply.n.00,tube top,0.8979656100273132
home decor,interior_decoration.n.01,jelly bean,0.38119858503341675
animal,animal.n.01,margarita,0.4316335916519165
furniture,furniture.n.01,maple syrup,0.43660223484039307
food,food.n.01,knob,0.4708017408847809
food,food.n.01,wig,0.49964284896850586
vehicle,vehicle.n.01,chain,0.6944156289100647
electronic device,electronic_device.n.01,calculator,0.6667938232421875
headwear,headdress.n.01,duckling,0.42071014642715454
vegetable,vegetable.n.01,tube top,0.7683485746383667
food,food.n.01,plunger,0.5934336185455322
kitchen equipment,kitchen_appliance.n.01,puppy,0.4325107932090759
toy,plaything.n.01,rooster,0.4600144624710083
footwear,footwear.n.01,maple syrup,0.435734361410141
mammal,mammal.n.01,chickpea,0.6773667335510254
sea animal,marine_animal.n.01,koala,0.714643120765686
clothing,clothing.n.01,coil,0.7593392133712769
food,food.n.01,watch,0.4977666139602661
fastener,fastener.n.01,whisk,0.8033509254455566
mammal,mammal.n.01,goose,0.6809521317481995
animal,animal.n.01,nut,0.4763064682483673
food,food.n.01,spatula,0.6512148380279541
clothing,clothing.n.01,goose,0.7268719673156738
vehicle,vehicle.n.01,chicken wire,0.4444604218006134
container,container.n.01,cheeseburger,0.4713132381439209
bird,bird.n.01,rabbit,0.6819239854812622
weapon,weapon.n.01,jelly bean,0.4429931044578552
animal,animal.n.01,backscratcher,0.6824228763580322
food,food.n.01,rose,0.5115398168563843
mammal,mammal.n.01,lizard,0.6968898773193359
breakfast,breakfast.n.00,calf,0.5461714267730713
clothing,clothing.n.01,cream cheese,0.5097779631614685
