premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
food,seal,no,0.5954071879386902,high,food,seals
animal,praying mantis,yes,0.5998573303222656,low,animals,praying mantises
musical instrument,tube top,no,0.7029284238815308,high,musical instruments,tube tops
home decor,pinecone,yes,0.4800482392311096,low,home decor,pinecones
drink,latte,yes,0.666816234588623,low,drinks,lattes
vehicle,unicycle,yes,0.6550449132919312,high,vehicles,unicycles
office supply,sheep,no,0.5653529763221741,low,office supplies,sheeps
toiletry,lip balm,yes,0.5572474002838135,low,toiletries,lip balms
food,applesauce,yes,0.5587581396102905,low,food,applesauce
sea animal,starfish,yes,0.7388259768486023,high,sea animals,starfish
animal,scorpion,yes,0.5931275486946106,low,animals,scorpions
fruit,artichoke,no,0.7142053842544556,high,fruits,artichokes
electronic device,tape recorder,yes,0.5559494495391846,low,electronic devices,tape recorders
furniture,nut,no,0.4430834650993347,low,furniture,nuts
musical instrument,clover,no,0.4416038990020752,low,musical instruments,clovers
furniture,chain,no,0.7080405950546265,high,furniture,chains
clothing,shoe,yes,0.6581946611404419,low,clothing,shoes
vehicle,trunk,no,0.6765319108963013,high,vehicles,trunks
animal,banjo,no,0.48031941056251526,low,animals,banjoes
animal,mascara,no,0.45640942454338074,low,animals,mascaras
medical equipment,hearing aid,yes,0.7104322910308838,high,medical equipment,hearing aids
drink,stiletto,no,0.45851489901542664,low,drinks,stilettoes
animal,kitten,yes,0.5941370725631714,low,animals,kittens
headwear,bandana,yes,0.6602087020874023,low,headwear,bandanas
animal,lasagna,no,0.6652653217315674,high,animals,lasagna
animal,bonnet,no,0.48109954595565796,low,animals,bonnets
outerwear,tube top,no,0.7098198533058167,high,outerwear,tube tops
outerwear,muff,no,0.7197348475456238,high,outerwear,muffs
clothing,jersey,yes,0.626997709274292,low,clothing,jerseys
weapon,trident,yes,0.49407854676246643,low,weapons,tridents
bird,cardinal,yes,0.5816551446914673,low,birds,cardinals
mammal,cantaloupe,no,0.6936556100845337,high,mammals,cantaloupes
clothing,snowshoe,yes,0.7099608182907104,high,clothing,snowshoes
dessert,brownie,yes,0.7230921983718872,high,desserts,brownies
clothing,jumpsuit,yes,0.6817999482154846,low,clothing,jumpsuits
office supply,notepad,yes,0.7909047603607178,high,office supplies,notepads
home decor,trident,no,0.3856680393218994,low,home decor,tridents
jewelry,scallop,no,0.6524451375007629,high,jewelry,scallops
mammal,honey,no,0.4223654568195343,low,mammals,honey
bird,scoop,no,0.4223242998123169,low,birds,scoops
food,brush,no,0.5045614242553711,low,food,brushes
animal,maple syrup,no,0.4019603133201599,low,animals,maple syrup
women's clothing,backscratcher,no,0.8659733533859253,high,women's clothes,backscratchers
clothing,loincloth,yes,0.7515521049499512,high,clothing,loincloths
toy,dynamite,no,0.44581788778305054,low,toys,dynamites
food,tweezers,no,0.6096638441085815,high,food,tweezers
clothing,spacesuit,yes,0.6218079328536987,low,clothing,spacesuits
furniture,dustpan,no,0.721328616142273,high,furniture,dustpans
toiletry,toothbrush,yes,0.5765654444694519,low,toiletries,toothbrushes
toy,teddy bear,yes,0.631684422492981,low,toys,teddy bears
breakfast,stool,no,0.5662353038787842,low,breakfasts,stools
jewelry,puppy,no,0.379203200340271,low,jewelry,puppies
sea animal,dynamite,no,0.4548439085483551,low,sea animals,dynamites
game,whisk,no,0.6581400036811829,high,games,whisks
medical equipment,stethoscope,yes,0.6513265371322632,high,medical equipment,stethoscopes
kitchen equipment,trident,no,0.42597725987434387,low,kitchen equipment,tridents
musical instrument,keyboard,yes,0.6465966701507568,low,musical instruments,keyboards
sea animal,manatee,yes,0.7088772058486938,low,sea animals,manatees
toiletry,swab,yes,0.644127368927002,high,toiletries,swabs
candy,taffy,yes,0.6520809531211853,low,candy,taffy
clothing,prune,no,0.4811868667602539,low,clothing,prunes
drink,lemonade,yes,0.640064537525177,low,drinks,lemonades
outerwear,shawl,yes,0.6139018535614014,low,outerwear,shawls
food,handle,no,0.6050589084625244,high,food,handles
clothing,leggings,yes,0.714286208152771,high,clothing,leggings
fastener,padlock,yes,0.6503741145133972,low,fasteners,padlocks
accessory,watch,yes,0.5241719484329224,low,accessories,watches
fruit,trident,no,0.4138906002044678,low,fruits,tridents
clothing,chickpea,no,0.7241802215576172,high,clothing,chickpeas
food,chair,no,0.4720139503479004,low,food,chairs
food,cracker,yes,0.6736916899681091,high,food,crackers
clothing,spatula,no,0.7317911982536316,high,clothing,spatulas
vehicle,humvee,yes,0.637563943862915,high,vehicles,humvees
footwear,flip-flop,yes,0.736667275428772,high,footwear,flip-flops
home decor,apple,no,0.38645684719085693,low,home decor,apples
home decor,calf,no,0.38543829321861267,low,home decor,calves
animal,alligator,yes,0.664395809173584,high,animals,alligators
headwear,dustpan,no,0.714626669883728,high,headwear,dustpans
animal,hawk,yes,0.5722379088401794,low,animals,hawks
medical equipment,triangle,no,0.700512707233429,high,medical equipment,triangles
footwear,muff,no,0.785863995552063,high,footwear,muffs
jewelry,christmas tree,no,0.67691969871521,high,jewelry,christmas trees
food,avocado,yes,0.586351752281189,high,food,avocados
electronic device,swab,no,0.6584079265594482,high,electronic devices,swabs
breakfast,bacon,yes,0.7624397277832031,low,breakfasts,bacon
plant,catfish,no,0.6985305547714233,high,plants,catfish
toiletry,curling iron,yes,0.5530403852462769,low,toiletries,curling irons
candy,elephant,no,0.3966033458709717,low,candy,elephants
food,jar,no,0.4940248131752014,low,food,jars
fastener,noodle,no,0.7800302505493164,high,fasteners,noodles
mammal,dalmatian,yes,0.6302433609962463,low,mammals,dalmatians
musical instrument,tuba,yes,0.6569193601608276,low,musical instruments,tubas
animal,sea urchin,yes,0.5815799832344055,low,animals,sea urchins
breakfast,trident,no,0.5641482472419739,low,breakfasts,tridents
electronic device,chalk,no,0.6178075075149536,high,electronic devices,chalks
accessory,insole,yes,0.6672553420066833,high,accessories,insoles
dessert,cookie,yes,0.7287145853042603,high,desserts,cookies
tool,turkey,no,0.6073611378669739,high,tools,turkeys
clothing,armor,yes,0.6799439787864685,low,clothing,armor
tool,projector,no,0.6526767015457153,high,tools,projectors
weapon,dart,yes,0.684450626373291,high,weapons,darts
electronic device,sheep,no,0.41439345479011536,low,electronic devices,sheeps
tool,watering can,yes,0.5908902883529663,high,tools,watering cans
container,moss,no,0.44980889558792114,low,containers,mosses
animal,string cheese,no,0.4612535834312439,low,animals,string cheese
footwear,bull,no,0.4485536813735962,low,footwear,bulls
footwear,honey,no,0.4316149353981018,low,footwear,honey
outerwear,bassoon,no,0.39839377999305725,low,outerwear,bassoons
plant,mushroom,no,0.7011067867279053,high,plants,mushrooms
game,checkers,yes,0.604371964931488,high,games,checkers
toiletry,stiletto,no,0.43217211961746216,low,toiletries,stilettoes
electronic device,prune,no,0.38442131876945496,low,electronic devices,prunes
food,popcorn,yes,0.6300972700119019,high,food,popcorn
container,cabinet,yes,0.645941436290741,high,containers,cabinets
mammal,lemonade,no,0.45281141996383667,low,mammals,lemonades
container,mascara,no,0.4535543620586395,low,containers,mascaras
mammal,bison,yes,0.5873595476150513,low,mammals,bisons
vegetable,goose,no,0.8049543499946594,high,vegetables,geese
clothing,kite,no,0.7135875225067139,high,clothing,kites
mammal,panda,yes,0.6831634044647217,high,mammals,pandas
tool,mixer,no,0.614774227142334,high,tools,mixers
food,pistachio,yes,0.5639867782592773,low,food,pistachios
vehicle,kayak,yes,0.6106816530227661,low,vehicles,kayaks
kitchen tool,spatula,yes,0.6997388601303101,high,kitchen tools,spatulas
vegetable,kale,yes,0.661810576915741,low,vegetables,kale
drink,eggnog,yes,0.6573078632354736,low,drinks,eggnog
animal,prune,no,0.4360283315181732,low,animals,prunes
electronic device,flamingo,no,0.4280838668346405,low,electronic devices,flamingoes
kitchen equipment,toaster oven,yes,0.7515668869018555,high,kitchen equipment,toaster ovens
toy,puppet,yes,0.6521329879760742,high,toys,puppets
vegetable,gourd,yes,0.691786527633667,low,vegetables,gourds
fruit,grapefruit,yes,0.7508697509765625,high,fruits,grapefruits
toiletry,nail polish,yes,0.5888704061508179,low,toiletries,nail polish
insect,bee,yes,0.7073664665222168,high,insects,bees
tool,ice cream,no,0.44062936305999756,low,tools,ice creams
fastener,belt buckle,yes,0.5915430784225464,low,fasteners,belt buckles
kitchen equipment,juicer,yes,0.6139169931411743,low,kitchen equipment,juicers
container,strawberry,no,0.4522831439971924,low,containers,strawberries
bird,pigeon,yes,0.7342679500579834,high,birds,pigeons
food,chicken wire,no,0.5061315894126892,low,food,chicken wires
container,pillbox,yes,0.6463062763214111,high,containers,pillboxes
furniture,chair,yes,0.551056981086731,low,furniture,chairs
medical equipment,projector,no,0.7517831325531006,high,medical equipment,projectors
mammal,warthog,yes,0.6464506983757019,low,mammals,warthogs
weapon,abacus,no,0.6859942078590393,high,weapons,abacuses
livestock,boar,no,0.7053459882736206,high,livestocks,boars
kitchen tool,lasagna,no,0.7203493714332581,high,kitchen tools,lasagna
mammal,horse,yes,0.6301158666610718,low,mammals,horses
clothing,duckling,no,0.4401012659072876,low,clothing,ducklings
tool,scalpel,yes,0.578467845916748,low,tools,scalpels
toy,scooter,yes,0.5744857788085938,low,toys,scooters
toiletry,scallop,no,0.6789088249206543,high,toiletries,scallops
home decor,broom,no,0.5917973518371582,high,home decor,brooms
tool,sweeper,yes,0.5753602981567383,low,tools,sweepers
container,fly,no,0.45388394594192505,low,containers,flies
animal,staple gun,no,0.4908434748649597,low,animals,staple guns
plant,sprouts,no,0.8339879512786865,high,plants,sprouts
electronic device,triangle,no,0.6136414408683777,high,electronic devices,triangles
musical instrument,french horn,yes,0.6782881021499634,high,musical instruments,french horns
vegetable,pepper,yes,0.8079580068588257,high,vegetables,peppers
office supply,clipboard,yes,0.7844606637954712,low,office supplies,clipboards
plant,puppy,no,0.4546959400177002,low,plants,puppies
food,leech,no,0.640209436416626,high,food,leeches
clothing,maple syrup,no,0.43392688035964966,low,clothing,maple syrup
container,backscratcher,no,0.7084984183311462,high,containers,backscratchers
bird,jacket,no,0.4314844012260437,low,birds,jackets
musical instrument,margarita,no,0.42736178636550903,low,musical instruments,margaritas
office supply,bassoon,no,0.5660245418548584,low,office supplies,bassoons
protective clothing,helmet,yes,0.6523145437240601,high,protective clothing,helmets
weapon,whisk,no,0.7076694965362549,high,weapons,whisks
vegetable,dynamite,no,0.4791668951511383,low,vegetables,dynamites
candy,scallop,no,0.7300939559936523,high,candy,scallops
game,bolt,no,0.6693260073661804,high,games,bolts
food,lighter,no,0.6786142587661743,high,food,lighter
musical instrument,swab,no,0.692539632320404,high,musical instruments,swabs
outerwear,overalls,yes,0.6771314144134521,high,outerwear,overalls
weapon,icepick,yes,0.564451277256012,low,weapons,icepicks
tool,pot,no,0.5980632305145264,high,tools,pots
vehicle,prune,no,0.4169122576713562,low,vehicles,prunes
toiletry,coil,no,0.67479008436203,high,toiletries,coils
home decor,bull,no,0.3630210757255554,low,home decor,bulls
clothing,gorilla,no,0.5136866569519043,low,clothing,gorillas
food,ready meal,yes,0.6291195154190063,high,food,ready meals
school supply,binder,yes,0.8208334445953369,high,school supplies,binders
headwear,puppy,no,0.39091435074806213,low,headwear,puppies
container,syringe,yes,0.5729579925537109,low,containers,syringes
electronic device,rabbit,no,0.6013085842132568,high,electronic devices,rabbits
food,oatmeal,yes,0.5926876068115234,high,food,oatmeal
container,crow,no,0.4659258723258972,low,containers,crows
drink,espresso,yes,0.684329092502594,high,drinks,espresso
vehicle,van,yes,0.7183191776275635,high,vehicles,vans
clothing,rabbit,no,0.7524513006210327,high,clothing,rabbits
food,grille,no,0.4917750060558319,low,food,grilles
food,scrambled egg,yes,0.5660380125045776,low,food,scrambled eggs
water vehicle,kayak,yes,0.6543180346488953,low,water vehicles,kayaks
animal,rattle,no,0.6254900693893433,high,animals,rattles
container,swimming pool,yes,0.5771739482879639,low,containers,swimming pools
mammal,polar bear,yes,0.6371715664863586,low,mammals,polar bears
fruit,ski boots,no,0.4162970185279846,low,fruits,ski boots
kitchen equipment,dustpan,no,0.7097427845001221,high,kitchen equipment,dustpans
electronic device,highlighter,no,0.6702386140823364,high,electronic devices,highlighters
vegetable,rabbit,no,0.8398174047470093,high,vegetables,rabbits
auto part,police car,no,0.6937350630760193,high,auto parts,police cars
mammal,porcupine,yes,0.6646445989608765,high,mammals,porcupines
container,beaker,yes,0.6899263262748718,high,containers,beakers
tool,joystick,no,0.621662974357605,high,tools,joysticks
medical equipment,plaster cast,yes,0.5619628429412842,low,medical equipment,plaster casts
food,blackberry,yes,0.5028054714202881,low,food,blackberries
condiment,puppy,no,0.4057934880256653,low,condiments,puppies
food,guacamole,yes,0.5262846350669861,low,food,guacamole
vehicle,cream cheese,no,0.4310699701309204,low,vehicles,cream cheese
animal,deer,yes,0.6516674757003784,high,animals,deers
breakfast,fruitcake,no,0.9233236312866211,high,breakfasts,fruitcakes
food,cranberry,yes,0.5345566868782043,low,food,cranberries
clothing,jam,no,0.4764600992202759,low,clothing,jams
food,pinwheel,no,0.6272751092910767,high,food,pinwheels
food,scone,yes,0.5516726970672607,low,food,scones
livestock,turkey,yes,0.6990417838096619,high,livestocks,turkeys
vehicle,school bus,yes,0.6212377548217773,low,vehicles,school buses
school supply,pen,yes,0.7942150235176086,low,school supplies,pens
food,ham,yes,0.5678845643997192,low,food,hams
food,purse,no,0.600745439529419,high,food,purses
dessert,pickle,no,0.771268904209137,high,desserts,pickles
kitchen equipment,water filter,yes,0.5667543411254883,low,kitchen equipment,water filters
fruit,blouse,no,0.42193078994750977,low,fruits,blouses
tool,gavel,yes,0.5589351654052734,low,tools,gavels
furniture,desk,yes,0.6845648288726807,high,furniture,desks
auto part,stretcher,no,0.6905229091644287,high,auto parts,stretchers
breakfast,french fries,yes,0.7566177845001221,low,breakfasts,french fries
vehicle,submarine,yes,0.5724731683731079,low,vehicles,submarines
accessory,banana,no,0.4462616443634033,low,accessories,bananas
garden tool,rake,yes,0.8066316843032837,high,garden tools,rakes
animal,measuring cup,no,0.487450510263443,low,animals,measuring cups
women's clothing,tube top,yes,0.9170540571212769,high,women's clothes,tube tops
vehicle,garbage truck,yes,0.6527811884880066,high,vehicles,garbage trucks
toy,backscratcher,no,0.7484767436981201,high,toys,backscratchers
food,leek,yes,0.6484719514846802,high,food,leeks
weapon,tube top,no,0.707981288433075,high,weapons,tube tops
food,bus,no,0.6111719012260437,high,food,buses
tool,tool,yes,0.9999996423721313,high,tools,tools
jewelry,bow,no,0.6729279160499573,high,jewelry,bow
vehicle,crow,no,0.42795491218566895,low,vehicles,crows
food,candy,yes,0.6025364995002747,high,food,candy
women's clothing,nut,no,0.5352817177772522,low,women's clothes,nuts
home decor,nut,no,0.39052653312683105,low,home decor,nuts
vegetable,bull,no,0.46825891733169556,low,vegetables,bulls
food,clarinet,no,0.45114877820014954,low,food,clarinets
vehicle,shortbread,no,0.43888190388679504,low,vehicles,shortbread
outerwear,fur coat,yes,0.5835535526275635,low,outerwear,fur coats
animal,flask,no,0.47613340616226196,low,animals,flasks
tool,moth,no,0.4521406888961792,low,tools,moths
food,marmalade,yes,0.5656787753105164,low,food,marmalade
dessert,sundae,yes,0.721543550491333,high,desserts,sundaes
food,fish,yes,0.6077162027359009,high,food,fish
footwear,underwear,no,0.8095833659172058,high,footwear,underwear
dessert,sheep,no,0.47185173630714417,low,desserts,sheeps
fastener,pea,no,0.7923475503921509,high,fasteners,peas
container,taffy,no,0.47823843359947205,low,containers,taffy
fruit,raspberry,yes,0.6844555139541626,high,fruits,raspberries
mammal,llama,yes,0.68543940782547,high,mammals,llamas
women's clothing,bikini,yes,0.7428684234619141,low,women's clothes,bikinis
animal,ballot box,no,0.4857989549636841,low,animals,ballot boxes
kitchen tool,funnel,yes,0.812094509601593,high,kitchen tools,funnels
seafood,sardine,yes,0.6333281397819519,high,seafood,sardines
livestock,bull,yes,0.5608360171318054,low,livestocks,bulls
animal,banana split,no,0.4692935645580292,low,animals,banana splits
food,pudding,yes,0.6414241790771484,high,food,pudding
electronic device,spear,no,0.6402828693389893,high,electronic devices,spears
mammal,orangutan,yes,0.6525832414627075,low,mammals,orangutans
container,vial,yes,0.7011957168579102,high,containers,vials
container,wineglass,yes,0.6222031712532043,low,containers,wineglasses
auto part,highlighter,no,0.6919621229171753,high,auto parts,highlighters
fastener,trident,no,0.5198867321014404,low,fasteners,tridents
animal,spaghetti,no,0.6630984544754028,high,animals,spaghetti
food,chain,no,0.7006685137748718,high,food,chains
breakfast,grits,yes,0.8286246061325073,high,breakfasts,grits
clothing,pinwheel,no,0.7070890069007874,high,clothing,pinwheels
food,cheesecake,yes,0.6799861788749695,high,food,cheesecake
food,measuring cup,no,0.5009548664093018,low,food,measuring cups
home decor,tapestry,yes,0.5979341268539429,high,home decor,tapestries
clothing,tea,no,0.5050638914108276,low,clothing,tea
container,trident,no,0.4709433913230896,low,containers,tridents
weapon,creme brulee,no,0.4466201961040497,low,weapons,creme brulee
auto part,crow,no,0.4427066743373871,low,auto parts,crows
headwear,hat,yes,0.749767541885376,high,headwear,hats
toiletry,washcloth,yes,0.7012010812759399,high,toiletries,washcloths
medical equipment,duckling,no,0.4211132228374481,low,medical equipment,ducklings
plant,rooster,no,0.45528510212898254,low,plants,roosters
accessory,lanyard,yes,0.5982924699783325,low,accessories,lanyards
school supply,calf,no,0.5335993766784668,low,school supplies,calves
seafood,stiletto,no,0.3702905774116516,low,seafood,stilettoes
food,incubator,no,0.6093056797981262,high,food,incubators
insect,moth,yes,0.6711405515670776,high,insects,moths
container,latch,no,0.7416279315948486,high,containers,latches
vehicle,tea,no,0.4293733239173889,low,vehicles,tea
seafood,stool,no,0.3641979992389679,low,seafood,stools
animal,cheesecake,no,0.6224226951599121,low,animals,cheesecake
food,cantaloupe,yes,0.7071423530578613,high,food,cantaloupes
mammal,poodle,yes,0.6258731484413147,low,mammals,poodles
food,peach,yes,0.5654082894325256,low,food,peaches
container,nut,no,0.4578876495361328,low,containers,nuts
food,mascara,no,0.48954787850379944,low,food,mascaras
weapon,cannonball,yes,0.6332916021347046,high,weapons,cannonballs
electronic device,iron,yes,0.5475538969039917,low,electronic devices,irons
vegetable,pineapple,no,0.761810302734375,high,vegetables,pineapples
medical equipment,zebra,no,0.39182883501052856,low,medical equipment,zebras
home decor,candlestick,yes,0.5146057605743408,low,home decor,candlesticks
seafood,oyster,yes,0.6065622568130493,low,seafood,oysters
vegetable,calf,no,0.48266923427581787,low,vegetables,calves
animal,owl,yes,0.6677272915840149,high,animals,owls
accessory,zebra,no,0.4097565710544586,low,accessories,zebras
food,sardine,yes,0.6035369634628296,high,food,sardines
food,octopus,yes,0.5660423040390015,low,food,octopus
fastener,thumbtack,yes,0.7066239714622498,high,fasteners,thumbtacks
seafood,aquarium,no,0.6360993385314941,high,seafood,aquariums
office supply,pencil sharpener,yes,0.8232567310333252,high,office supplies,pencil sharpeners
animal,stool,no,0.46099406480789185,low,animals,stools
food,chariot,no,0.6264123916625977,high,food,chariots
weapon,chainsaw,yes,0.5836566090583801,low,weapons,chainsaws
kitchen equipment,hotplate,yes,0.6577496528625488,low,kitchen equipment,hotplates
clothing,pea,no,0.7170316576957703,high,clothing,peas
medical equipment,honey,no,0.4048479497432709,low,medical equipment,honey
animal,penguin,yes,0.5888007879257202,low,animals,penguins
animal,footrest,no,0.6383175849914551,high,animals,footrests
musical instrument,cymbal,yes,0.6796842813491821,high,musical instruments,cymbals
mammal,mirror,no,0.4069351553916931,low,mammals,mirrors
breakfast,yogurt,yes,0.8472249507904053,high,breakfasts,yogurts
mammal,sheep,yes,0.6167891025543213,low,mammals,sheeps
auto part,rooster,no,0.4339757561683655,low,auto parts,roosters
weapon,tea,no,0.432666540145874,low,weapons,tea
vehicle,raft,yes,0.5574613809585571,low,vehicles,rafts
clothing,moccasin,yes,0.6820254325866699,low,clothing,moccasins
sea animal,mirror,no,0.43148940801620483,low,sea animals,mirrors
auto part,grille,yes,0.5463511943817139,low,auto parts,grilles
dessert,tiramisu,yes,0.6539175510406494,low,desserts,tiramisu
school supply,crayon,yes,0.8183165788650513,high,school supplies,crayons
plant,cilantro,yes,0.621923565864563,low,plants,cilantro
food,birthday cake,yes,0.5239173173904419,low,food,birthday cakes
plant,cabbage,yes,0.5820404887199402,low,plants,cabbages
sea animal,walrus,yes,0.7284660339355469,high,sea animals,walruses
clothing,bathrobe,yes,0.7091753482818604,high,clothing,bathrobes
mammal,chickpea,no,0.6773667335510254,high,mammals,chickpeas
food,cilantro,yes,0.5560693740844727,low,food,cilantro
accessory,tube top,no,0.7843276262283325,high,accessories,tube tops
food,donut,yes,0.5700722932815552,low,food,donuts
bird,margarita,no,0.405269980430603,low,birds,margaritas
footwear,zebra,no,0.4473307132720947,low,footwear,zebras
kitchen tool,skewer,yes,0.6614930629730225,high,kitchen tools,skewers
electronic device,spatula,no,0.6340494155883789,high,electronic devices,spatulas
food,cobra,no,0.4971163272857666,low,food,cobras
breakfast,mirror,no,0.5290827751159668,low,breakfasts,mirrors
tool,staple gun,yes,0.5490688681602478,low,tools,staple guns
livestock,nut,no,0.4267394542694092,low,livestocks,nuts
food,peanut butter,yes,0.5291430950164795,low,food,peanut butter
musical instrument,mixer,no,0.69483882188797,high,musical instruments,mixers
mammal,otter,yes,0.734203040599823,high,mammals,otters
kitchen equipment,elephant,no,0.3965716063976288,low,kitchen equipment,elephants
electronic device,incubator,yes,0.5657228231430054,low,electronic devices,incubators
electronic device,microphone,yes,0.5918108820915222,high,electronic devices,microphones
tool,lab coat,no,0.5913413763046265,high,tools,lab coats
garden tool,punch,no,0.7928231954574585,high,garden tools,fruit punches
kitchen tool,spoon,yes,0.6210422515869141,high,kitchen tools,spoons
clothing,calf,no,0.4839644730091095,low,clothing,calves
animal,peanut butter,no,0.4584210216999054,low,animals,peanut butter
tool,swab,no,0.740975022315979,high,tools,swabs
clothing,boa,yes,0.5698013305664062,low,clothing,boas
auto part,airbag,yes,0.5709490776062012,low,auto parts,airbags
animal,cheeseburger,no,0.47523096203804016,low,animals,cheeseburgers
kitchen tool,can opener,yes,0.6086505651473999,high,kitchen tools,can openers
plant,pea,no,0.7524662017822266,high,plants,peas
fastener,hairpin,yes,0.6370593309402466,low,fasteners,hairpins
breakfast,ham,yes,0.7994948625564575,high,breakfasts,hams
container,hot tub,yes,0.5881170034408569,low,containers,hot tubs
container,jacket,no,0.4382769465446472,low,containers,jackets
container,box,yes,0.7214800119400024,high,containers,boxes
game,game,yes,1.0000005960464478,high,games,games
clothing,boot,yes,0.6066908836364746,low,clothing,boots
food,drum,no,0.5984699130058289,high,food,drums
dessert,pudding,yes,0.9231585264205933,high,desserts,pudding
tool,nut,no,0.4482852816581726,low,tools,nuts
food,meatball,yes,0.615490198135376,high,food,meatballs
musical instrument,tambourine,yes,0.5803796648979187,low,musical instruments,tambourines
food,stiletto,no,0.4771330654621124,low,food,stilettoes
clothing,tweezers,no,0.7187666893005371,high,clothing,tweezers
vegetable,tube top,no,0.7683485746383667,high,vegetables,tube tops
home decor,vase,yes,0.5441506505012512,high,home decor,vases
vehicle,carriage,yes,0.7022237777709961,high,vehicles,carriages
food,hoe,no,0.5979064702987671,high,food,hoes
mammal,deer,yes,0.688856303691864,high,mammals,deers
condiment,zucchini,no,0.7426562309265137,high,condiments,zucchini
dessert,shortbread,yes,0.6557308435440063,low,desserts,shortbread
sea animal,jam,no,0.44778183102607727,low,sea animals,jams
sea animal,crab,yes,0.6513740420341492,low,sea animals,crabs
insect,beetle,yes,0.7069101333618164,high,insects,beetles
water vehicle,cruise ship,yes,0.633916974067688,low,water vehicles,cruise ships
sea animal,sea urchin,yes,0.7881685495376587,high,sea animals,sea urchins
kitchen equipment,duckling,no,0.42700818181037903,low,kitchen equipment,ducklings
animal,manatee,yes,0.655841588973999,high,animals,manatees
clothing,clam,no,0.7109663486480713,high,clothing,clams
vehicle,creme brulee,no,0.43987837433815,low,vehicles,creme brulee
vehicle,trident,no,0.4470886290073395,low,vehicles,tridents
garden tool,drill,no,0.7718574404716492,high,garden tools,drills
clothing,lingerie,yes,0.6780092716217041,low,clothing,lingerie
animal,parrot,yes,0.6660465002059937,high,animals,parrots
dessert,scallop,no,0.7692233324050903,high,desserts,scallops
electronic device,vending machine,yes,0.5684182643890381,low,electronic devices,vending machines
animal,pineapple,no,0.6399171352386475,high,animals,pineapples
drink,tube top,no,0.7514141798019409,high,drinks,tube tops
container,puppy,no,0.43855684995651245,low,containers,puppies
mammal,toast,no,0.43753787875175476,low,mammals,toast
outerwear,bull,no,0.3928408622741699,low,outerwear,bulls
tool,macaroni,no,0.5937197804450989,high,tools,macaroni
food,book,no,0.6077538132667542,high,food,books
tool,grille,no,0.4485894739627838,low,tools,grilles
game,bull,no,0.40724077820777893,low,games,bulls
drink,bull,no,0.439375102519989,low,drinks,bulls
seafood,mirror,no,0.36073076725006104,low,seafood,mirrors
vehicle,stroller,yes,0.6445383429527283,high,vehicles,strollers
electronic device,microwave,yes,0.5742901563644409,high,electronic devices,microwaves
insect,wasp,yes,0.633500337600708,low,insects,wasps
toy,highlighter,no,0.7403358221054077,high,toys,highlighters
food,parfait,yes,0.5524091124534607,low,food,parfaits
food,beet,yes,0.5626325607299805,low,food,beets
auto part,handbrake,yes,0.5742111206054688,low,auto parts,handbrakes
fruit,cranberry,yes,0.640112042427063,low,fruits,cranberries
office supply,mirror,no,0.5675569772720337,low,office supplies,mirrors
weapon,broom,no,0.6841634511947632,high,weapons,brooms
kitchen equipment,turkey,no,0.6966119408607483,high,kitchen equipment,turkeys
weapon,landmine,yes,0.5887300968170166,low,weapons,landmines
electronic device,chariot,no,0.6017256379127502,high,electronic devices,chariots
mammal,meerkat,yes,0.6855900883674622,high,mammals,meerkats
water vehicle,airboat,yes,0.6997154951095581,high,water vehicles,airboats
food,gumdrop,yes,0.5536110401153564,low,food,gumdrops
vehicle,steamroller,yes,0.5943037867546082,low,vehicles,steamrollers
insect,shrimp,no,0.6317737102508545,low,insects,shrimps
tool,dollhouse,no,0.6279558539390564,high,tools,dollhouses
electronic device,camera,yes,0.5817887783050537,high,electronic devices,cameras
food,refrigerator,no,0.6342856884002686,high,food,refrigerators
clothing,costume,yes,0.7870538234710693,high,clothing,costumes
animal,hippopotamus,yes,0.7012923359870911,high,animals,hippos
tool,trident,yes,0.45817092061042786,low,tools,tridents
animal,scoop,no,0.45543617010116577,low,animals,scoops
clothing,bolo tie,yes,0.6870330572128296,low,clothing,bolo ties
vegetable,broccoli,yes,0.7780643701553345,high,vegetables,broccoli
seafood,spaghetti,no,0.6289863586425781,high,seafood,spaghetti
plant,okra,no,0.6924425363540649,high,plants,okra
food,dip,yes,0.6371487379074097,high,food,dip
condiment,marmalade,yes,0.7251121997833252,high,condiments,marmalade
drink,latch,no,0.7495326399803162,high,drinks,latches
furniture,dresser,yes,0.6712485551834106,high,furniture,dressers
weapon,mirror,no,0.43437623977661133,low,weapons,mirrors
electronic device,clover,no,0.40069323778152466,low,electronic devices,clovers
plant,maple syrup,no,0.43890485167503357,low,plants,maple syrup
animal,chinchilla,yes,0.7258411645889282,high,animals,chinchillas
tool,blower,yes,0.5351058840751648,low,tools,blowers
tool,spatula,yes,0.7793379426002502,high,tools,spatulas
mammal,lego,no,0.4526396095752716,low,mammals,legos
toiletry,razor,yes,0.5258766412734985,low,toiletries,razors
container,kaleidoscope,no,0.6471837759017944,high,containers,kaleidoscopes
container,nightstand,yes,0.5945219993591309,low,containers,nightstands
fastener,elephant,no,0.4860706627368927,low,fasteners,elephants
food,banjo,no,0.44828101992607117,low,food,banjoes
container,chalk,no,0.6608164310455322,high,containers,chalks
clothing,lasagna,no,0.7310410737991333,high,clothing,lasagna
vegetable,stiletto,no,0.4847869277000427,low,vegetables,stilettoes
container,ballot box,yes,0.5607082843780518,low,containers,ballot boxes
